,pi1_from_tau_pt,pi1_from_tau_eta,pi1_from_tau_phi,pi2_from_tau_pt,pi2_from_tau_eta,pi2_from_tau_phi,pi3_from_tau_pt,pi3_from_tau_eta,pi3_from_tau_phi,pi1_from_antitau_pt,pi1_from_antitau_eta,pi1_from_antitau_phi,pi2_from_antitau_pt,pi2_from_antitau_eta,pi2_from_antitau_phi,pi3_from_antitau_pt,pi3_from_antitau_eta,pi3_from_antitau_phi,neutrino_from_tau_pt,neutrino_from_tau_eta,neutrino_from_tau_phi,neutrino_from_antitau_pt,neutrino_from_antitau_eta,neutrino_from_antitau_phi,tau_no_neutrino_mass,tau_with_neutrino_mass,antitau_no_neutrino_mass,antitau_with_neutrino_mass,upsilon_no_neutrino_mass,upsilon_with_neutrino_mass
146,2.400390625,0.28547012805938726,-1.2414401616072404,0.8974609375,0.2382274866104126,-0.8313642713733053,4.171875,0.41328164935112005,-1.002962665182823,0.23828125,-0.9435712695121767,-2.9981361006980274,0.211181640625,0.09302041679620747,1.4124476075801813,0.466064453125,-0.8901028633117674,-1.699949719766951,2.6773087978363037,0.5105364322662355,-0.901191234588623,0.9179504513740538,-0.5589368939399721,2.473785638809204,1.2565336169178107,1.7760796320705532,1.2565336169178107,1.7760796320705532,5.053327011175332,9.162726556960697
147,4.4765625,-2.4654073715209948,-0.48721971508095824,2.466796875,-2.414319276809692,-0.2814499485407722,4.12890625,-2.4282357692718506,-0.34376285567414683,6.8359375,-2.1149327754974365,-0.11494349132878307,1.7207031250000002,-2.291634798049929,-0.17403441487525553,7.2890625,-2.111453533172608,-0.038867031592167735,3.3943231105804443,-2.3842182159423846,-0.5895552635192871,7.261765003204347,-2.1163234710693377,-8.210384294216055e-06,1.0628099311399397,1.7632582904902923,1.0628099311399397,1.7632582904902923,6.158432011521028,9.47797914762713
148,1.5830078124999998,-1.74761188030243,-3.0299815834958546,1.30078125,-1.4094058275222783,2.8124808097529987,1.0166015625,-1.7968688011169442,2.710834572871764,0.56494140625,-1.9581896066665663,-0.18565571682600934,1.107421875,-1.6296883821487422,-0.3394723207799298,3.3671875,-1.530625343322754,-0.6660388505043977,2.0993006229400635,-1.6059911251068113,2.6602814197540283,2.766594648361206,-1.5072467327117913,-0.7611685395240784,1.2223119545401784,1.7437820192389524,1.2223119545401784,1.7437820192389524,8.877684996400449,13.665300377308451
149,0.6591796875,-0.002929776906967172,-0.25791159252548224,1.7519531249999998,0.3854487836360932,0.23427893094194654,1.0791015625,0.41511276364326477,-0.6870236495350198,3.404296875,-0.27137058973312383,1.8525984364081194,0.53369140625,-0.45832696557044983,2.121739420731751,2.357421875,-0.37556079030036926,2.071836382044968,0.11728234589099884,-0.6135903000831604,0.7887099981307983,0.4835981726646424,-0.2806861996650696,2.808072328567505,1.5521725095739773,1.784245773115354,1.5521725095739773,1.784245773115354,8.84868909012299,9.459488652587657
150,3.1289062499999996,1.1724600791931157,-0.2751091936197203,2.982421875,1.273903608322143,-0.3367323241767839,1.4091796875,1.4394359588623047,-0.3886768061058869,1.0859375,1.5381329059600828,2.070482425621096,0.7568359375,1.3334146738052368,1.740377783549768,0.68798828125,2.1793878078460693,1.8844391538763074,0.6978997588157654,1.8783457279205336,-0.524406373500824,0.15591087937355042,3.2075650691986084,-2.742011547088623,0.9048900820483595,1.7848825754781155,0.9048900820483595,1.7848825754781155,8.327833979139198,9.549718202708446
151,1.5644531249999998,-0.42902919650077825,-1.2048281866245114,0.2734375,0.34736168384551996,-1.968026232637928,1.451171875,-0.05804620683193202,-1.421423381250922,0.63671875,0.3704336583614349,2.179271955679875,2.474609375,0.26899012923240667,2.249975097802278,2.26171875,-0.0,2.2030012871440867,0.21005143225193026,1.0465389490127563,-0.6116450428962708,9.97215461730957,0.09266930073499682,2.1399152278900146,1.1904411693806902,1.7703597078427336,1.1904411693806902,1.7703597078427336,8.572979136806579,14.981006395467022
152,3.728515625,-0.5053865313529968,-0.9006160464144451,0.35937500000000006,-0.8084353208541869,-1.1397843886492807,2.99609375,-0.5879696011543275,-1.0798213890913753,0.5810546875,0.7410504221916197,2.6203866480049274,0.8544921875000001,0.3759270012378692,2.0795640947981235,1.65234375,0.7795037627220153,2.266774365851225,3.088312387466431,-0.793763518333435,-1.018593668937683,0.7926126122474672,0.0034130658023059316,2.939208507537842,1.0470895716347106,1.6934274189747136,1.0470895716347106,1.6934274189747136,11.259526568534795,14.973770190352283
153,0.9267578125,1.091708064079285,-0.9890040662666518,2.42578125,0.6709189414978027,-0.8853745732791144,2.53515625,0.7491073608398438,-0.7367450969906213,2.6542968749999996,0.7362895607948304,-2.5403081340663447,0.51708984375,0.6817224621772766,-2.947946591531368,3.4550781250000004,0.9882503747940063,-2.6542775975761583,0.8844604492187501,0.6142589449882506,-0.2887498438358307,4.956542491912842,0.9306473135948181,-2.7114901542663574,1.1059115460028266,1.7484693408895444,1.1059115460028266,1.7484693408895444,10.01453859470945,14.734687222546594
154,0.853515625,-1.6018555164337154,2.332208624140484,0.5078125,-1.8043763637542718,2.0381432054913557,4.12109375,-1.9600207805633545,2.1676418925732777,0.2003173828125,-2.4223761558532715,-0.24209528738250627,0.4462890625,-2.384838342666629,0.5972882582087227,0.69091796875,-2.486098766326903,-0.2810565409985366,0.724169135093689,-2.3101382255554204,1.627697467803955,0.48743835091590887,-3.5200679302215216,-0.47065335512161255,1.05255723339297,1.7841515915422015,1.05255723339297,1.7841515915422015,5.203222980574533,7.310683298052323
155,0.33837890625,-0.5648975968360901,1.0719043349211248,0.7978515625,-0.22797326743602753,-0.6165305211537706,0.4033203125,-0.23108614981174477,-0.7726759265651307,1.013671875,-0.7084566950798036,-2.6317113855394925,1.24609375,-0.7919552922248841,-3.0619998284043866,6.21875,-0.7469099760055542,-2.971475699726659,0.42757198214530945,0.4271801412105561,0.9117125868797303,1.6371434926986694,-0.6889663338661194,-2.6144731044769287,1.094087344501269,1.6358645339407314,1.094087344501269,1.6358645339407314,7.0455680330669095,9.110578830115765
