,pi1_from_antitau_pt,pi1_from_antitau_eta,pi1_from_antitau_phi,pi2_from_antitau_pt,pi2_from_antitau_eta,pi2_from_antitau_phi,pi3_from_antitau_pt,pi3_from_antitau_eta,pi3_from_antitau_phi,neutrino_from_antitau_pt,neutrino_from_antitau_eta,neutrino_from_antitau_phi,tau_no_neutrino_mass,tau_with_neutrino_mass
0,2.115234375,-0.1376995146274567,-2.3474393760860837,0.8286132812500001,0.5095980763435363,-2.0106978557024484,0.623046875,0.4411145448684692,-2.2708641241124075,0.4704559147357941,-0.5187340974807739,-1.6609894037246704,1.2934015209605279,1.7874075523441746
1,1.1591796875,1.1625721454620361,2.477020421883785,0.78369140625,0.8423108458518981,2.587961888079728,0.21069335937499997,1.6038697957992556,-2.4427483963338434,0.5123211145401001,1.057318925857544,1.1760319471359253,1.0475313450467185,1.7781419426438885
2,0.919921875,-1.439985394477845,2.2798457905888707,0.58642578125,-1.8215887546539307,2.0117745350043643,1.4794921875000002,-1.0276192426681519,1.7931277003335542,0.17298613488674164,-0.9062148928642276,-0.14454972743988037,1.2090708330232045,1.7829075105475618
3,0.3974609375,0.9796441793441771,2.7890462206609627,2.0546875,0.9616992473602296,2.6654181326659505,5.76953125,0.7871944308280946,2.686506247620526,2.7520592212677,0.6326792240142822,2.8841652870178223,0.9732742447508757,1.7634069814859834
4,0.55859375,-1.6311533451080327,2.6818146990064946,0.61767578125,-1.3517258167266843,1.7227148534708305,0.295654296875,-1.0462965965270996,0.5202335978435465,1.4222646951675415,-1.7188420295715325,1.777489185333252,1.1684941538986582,1.7772539459553858
5,5.515625,-2.0949735641479483,0.5304832037920301,1.5693359374999998,-1.8646198511123648,0.37490755891606475,1.9228515624999998,-1.9179052114486699,0.6348776096471814,1.7182310819625852,-1.986217737197875,0.8369738459587097,1.2605867561181558,1.8405346727597818
6,4.01953125,-0.5595874190330505,-0.2779357575049531,0.48315429687499994,-0.7322611212730409,0.10733221694325479,0.650390625,-0.9626148343086245,-0.2721699438540905,0.5230004191398621,-1.0647203922271726,-0.961679995059967,1.085283534274828,1.7795221960725378
7,0.2235107421875,2.1378216743469247,-0.8819583880235201,0.931640625,0.7630237936973572,-0.8142917540465799,0.5146484375,0.5974913835525513,-2.1973376466377568,0.2233319133520126,1.0878623723983765,2.900238037109375,1.394693696341176,1.7803811108557772
8,2.087890625,-1.4028137922286983,2.5033036752902467,3.0644531250000004,-1.2898342609405513,2.887005416530955,0.69482421875,-1.3134555816650395,2.4138499405070677,1.8709989786148071,-1.2144877910614011,2.4452738761901855,1.3262949709561611,1.76972878555766
9,3.341796875,-1.4885097742080688,1.5932098013751317,3.4609375,-1.5612049102783199,1.3701618517171743,0.8715820312499999,-1.5417951345443734,1.1894002440189149,2.068308115005493,-1.397697329521179,1.6984647512435913,1.2107041298177939,1.763991635242144
10,2.908203125,1.448042273521423,-2.5389480792827652,1.1357421875,1.5820795297622674,-2.1957788623865655,0.24658203125,0.8078860044479369,-2.7746915578107267,3.521903991699219,1.3607572317123413,-2.4226694107055664,1.3022489608032015,1.7812284370586133
11,1.587890625,0.2814416885375977,2.340202141758255,1.1552734375,0.1519821733236313,1.7549278841276565,1.3505859375,-0.007507553324103374,2.379655282854251,0.8518111109733583,0.23638561367988586,1.6003139019012451,1.2773544090861124,1.7726163934346133
12,4.65234375,0.8423108458518981,0.9943683873255869,0.95068359375,0.790124237537384,0.8465008875874541,1.93359375,0.6980193257331847,0.8176956930160475,2.031266450881958,1.1165703535079958,0.7484591603279114,0.9264003877627823,1.781951139111279
13,1.5927734375,0.24591815471649167,0.8510940749801588,0.7192382812500001,1.0338450670242312,0.9694561455490409,0.276123046875,-0.0,2.0940118575919064,1.1416616439819336,0.5914143919944763,1.081610918045044,1.4618906670345515,1.7786891627199612
14,1.212890625,-0.3129367828369141,-0.37754255018371713,0.305419921875,0.25745415687561035,0.4084079240842374,1.9257812500000002,-0.5522629618644713,0.07675507934351733,0.19494090974330902,-1.5630860328674319,-0.6186485886573793,1.317719553481124,1.7657013567959112
15,3.240234375,-0.7564317584037781,2.1940154174439113,1.3486328125,-0.6194646954536438,2.354556710141705,3.701171875,-0.7069917917251589,2.3778042633288115,0.9445147514343262,-0.5020899772644044,2.779961109161377,0.9410880027751432,1.7542718760188614
16,1.5234374999999998,-0.1530808508396149,-1.5696832865201569,0.388916015625,-0.40449231863021856,-1.7873631550040625,1.1347656250000002,-0.21533860266208646,-2.31941535393261,1.5970745086669924,-0.2359194010496139,-1.3941571712493896,1.1700588518909696,1.7716774972931009
17,0.619140625,-0.06994842737913134,-0.38379472833300843,0.64697265625,-0.41731008887290966,-0.704116761491599,3.5761718749999996,-0.3537705540657043,0.0829099601059557,0.744970440864563,-0.013163965195417418,-0.08213984221220016,1.5610083517773545,1.7809088275916225
18,1.4580078125,-1.7465132474899279,-2.8119933381115696,0.6879882812499999,-1.9473861455917365,3.09062842866421,1.7431640624999998,-1.9697256088256831,-2.536313652567508,4.26414155960083,-1.7236409187316897,-2.642202138900757,1.0972386357294976,1.767753613779336
19,2.0859375,0.6612140536308289,-0.9015853674759983,1.708984375,0.6099429130554199,-0.7212191148240278,0.284423828125,-0.17175817489624023,-0.5048954724417828,4.311298370361328,0.6919854879379272,-0.8820620179176331,1.175996763381245,1.792662375982565
20,1.9912109375,0.26056703925132746,-3.0991231372416093,0.9365234375000001,0.4215216636657713,-2.6104403403212286,0.32812499999999994,0.8410291075706483,2.204556360146959,1.4668412208557131,0.2909749448299409,3.136430025100708,1.464524753458875,1.7912056573296076
21,2.09765625,-0.3215430080890656,0.1211021011235371,5.95703125,-0.2548905909061433,0.27920609685944575,0.7724609375,-0.43269142508506775,0.4794016144357668,8.497806549072266,-0.19820187985897061,0.3018774390220642,1.1141291392562809,1.7751089880299464
22,1.2314453125,0.6284371614456177,-1.5624421208515442,1.4296875000000002,1.085848569869995,-1.4193724035044122,1.6035156250000002,0.9069490432739257,-1.210382450901774,1.8635172843933105,0.5201908946037294,-1.1592634916305542,1.078182101022722,1.7706343403438154
23,5.832031250000001,-1.005096554756164,-1.1362634841212458,1.337890625,-0.8763695359230042,-1.0833411493997571,4.08203125,-0.8644673228263854,-1.0661435044941128,0.7020954489707947,-0.6183366775512694,-0.6908791661262512,1.0021696926864618,1.793254966370753
