,pi1_from_tau_pt,pi1_from_tau_eta,pi1_from_tau_phi,pi2_from_tau_pt,pi2_from_tau_eta,pi2_from_tau_phi,pi3_from_tau_pt,pi3_from_tau_eta,pi3_from_tau_phi,neutrino_from_tau_pt,neutrino_from_tau_eta,neutrino_from_tau_phi,tau_no_neutrino_mass,tau_with_neutrino_mass
0,5.1953125,-1.095553398132324,-1.3405701838185033,0.269287109375,-0.7485579848289491,-1.1791349577101184,2.990234375,-1.1960813999176025,-1.4071751113750854,0.8769760727882386,-0.6857833862304688,-1.4620678424835205,1.2210990545951206,1.7675228765057747
1,5.84765625,0.627887785434723,-0.36299770957721106,1.5869140624999998,0.8721579909324648,-0.22608727202159282,3.1308593749999996,0.6602984666824342,-0.20948216809493478,5.031947135925293,0.6600018739700317,-0.4155770242214203,1.273050420953302,1.7740173015596705
2,0.470703125,2.092226982116699,-0.4510833846119888,0.323486328125,1.8041932582855225,-2.3226326108942916,1.3642578124999998,2.123905181884766,-1.3358877955834763,1.7113492488861084,2.1578378677368164,-1.397728443145752,1.2661573157348667,1.7439285025730602
3,0.8432617187500001,0.9569383859634397,-0.28525437925956026,5.65234375,0.8190557360649109,-0.6146655090397263,0.7080078125,0.6919766664505006,-0.619947672101268,1.069580078125,1.2159867286682131,-0.3099968731403351,1.0790495319743285,1.763572256792825
4,2.919921875,1.4099551439285276,-2.675280339288874,3.451171875,1.1713614463806152,-2.745686323930126,0.95361328125,1.0146183967590334,-2.877440944002164,4.107494354248047,1.08677613735199,-2.70695424079895,1.2592696312662464,1.802255618091008
5,0.9238281250000001,0.19885860383510595,-1.51226218727942,5.707031249999999,0.30469679832458496,-1.7597233479811196,0.892578125,0.28510391712188726,-1.4670283648691758,1.7122373580932615,-0.0044317212887109,-1.488242745399475,1.0823713663083219,1.7608677981072873
6,0.321533203125,-1.4636067152023318,-1.3167425800328085,0.9755859375000001,-0.30909147858619695,-1.9459673073815154,0.6923828125,-0.8840602040290834,-1.8981957767330397,0.34627625346183777,-1.986966490745544,-2.5696473121643066,1.070333073965989,1.7784493674052524
7,2.474609375,-0.05529953911900519,3.1060558682948316,1.3203125,0.10657063871622091,2.7970507087933174,0.38232421875,0.3704336583614349,2.6546672200017167,4.597173690795898,0.10226653516292572,-3.112863779067993,1.0456438536752128,1.7773879929338927
8,3.06640625,-0.7965331077575682,1.3073674101981418,0.763671875,-0.7884762287139891,1.7233850286115124,0.564453125,-1.0274361371994016,1.3653682182537108,0.7548589706420898,-1.1897242069244385,2.1176390647888184,0.9216887516667713,1.7707158896717423
9,2.275390625,-0.9345988631248472,1.366647601569675,2.24609375,-0.8619037270545961,1.6182177631046502,0.728515625,-1.375896453857422,1.2584296844218559,1.273505449295044,-1.3854908943176265,1.5185513496398926,1.2426490006859348,1.7803084179295714
10,0.462890625,-1.3469649553298952,0.6042221690603806,2.650390625,-1.6260261535644533,0.9767913114541439,6.8671875,-1.542710661888123,0.9281547581620605,0.5563855171203613,-1.6836423873901358,1.3412407636642456,1.2182369337857002,1.6130830846915654
11,1.8466796875,-1.9360332489013676,0.5676984026493866,0.28271484375,-2.195501565933227,-0.0332990395180215,2.6425781249999996,-1.9940793514251705,0.5244337917537258,3.3630311489105225,-2.2891678810119647,0.5823227763175964,0.9236122479189828,1.7711903684258918
12,2.10546875,-1.2173223495483403,1.0485625375046979,2.9355468749999996,-1.1757560968399046,1.0847954860847122,0.45849609374999994,-0.6194646954536439,0.8457334114487499,0.06407685577869415,0.06507018208503722,-1.4725933074951172,1.1555618292512841,1.7925419176263455
13,1.6865234374999998,1.149021863937378,-0.02851070503567275,1.060546875,0.9457685947418217,0.5070559675127189,1.3994140625,0.7968993186950684,0.2991232525620126,0.848030686378479,0.5484419465065002,-0.2620707452297211,1.185243113271813,1.7693146307932246
14,1.2724609375,1.3742485046386723,-0.9260947845993937,0.751953125,2.074648380279543,-1.0266012670850682,0.1331787109375,2.33118677139282,0.39737410422170677,2.631815195083618,1.5000240802764888,-0.8201546669006348,1.1679425411646502,1.7833898800012877
15,2.0,-1.5346537828445437,0.4829297913610981,0.281494140625,-1.9561754465103136,0.9672197771911332,0.84423828125,-1.708243012428284,0.5130121901167226,0.2934282720088959,-1.1797415018081663,2.398228883743286,0.7763762007752749,1.782625075402111
16,2.65234375,0.5670949220657349,-0.4527445272405615,0.63427734375,0.29389324784278864,-0.022260111679346353,1.5859375,0.5573900341987609,-0.22911471492845423,1.814975380897522,0.46038806438446045,0.12738795578479764,1.0059434478927625,1.78340368743745
17,2.875,1.6179692745208745,-1.6996578580400186,3.5039062499999996,1.577684879302978,-1.970570728818711,1.8027343750000002,1.5330057144165037,-2.0385335155168773,4.332622528076172,1.5627295970916746,-2.039259195327759,1.2689312029498918,1.8032912432021257
18,9.546875,1.3467818498611452,-2.985150644907976,1.2587890625,1.311990737915039,3.1356502867225973,1.3388671875,1.2211676836013794,-2.881345413675461,6.85320520401001,1.4467588663101194,-2.9577243328094482,1.0993975990805394,1.776334289524548
19,2.8574218750000004,1.0140690803527832,-1.3486705219655972,2.53515625,0.8355357646942138,-1.469677604982412,0.41845703125000006,1.5498520135879514,-1.6150842570011408,1.398069977760315,0.618021011352539,-1.3317975997924805,1.2714640030308175,1.7687591941850551
20,1.5849609375,1.0314645767211912,2.0472243204839513,1.087890625,1.1030609607696533,2.0243872766477713,0.8037109375,0.3821527659893037,2.0503632833968806,0.7187233567237853,0.9972423315048222,1.2002770900726318,1.1188252982933262,1.7878051864838227
21,4.3671875,-2.0834376811981197,0.25137260453218857,0.33837890625,-1.6890163421630864,0.2887750600760015,0.8564453125,-1.812616348266601,0.4979727759529565,3.3416454792022705,-1.7980899810791018,0.18994700908660891,1.1690962639818356,1.7912345051432834
22,1.8388671875,-0.7234717607498168,1.04056436425755,0.8950195312500001,-1.2479017972946167,1.2949701931759854,0.9101562499999999,-0.9470503926277161,1.6376387402682948,0.4929924607276917,-1.2241981029510494,0.39509227871894836,1.2586204686768794,1.785711330182013
23,0.5478515625,-0.0036622211337089157,2.855745925740043,0.2568359375,-1.1438947916030884,-2.2214518737027515,0.330810546875,-0.8778343796730043,-1.7252512098344626,0.7425720691680907,0.4428358376026153,2.963648796081543,1.0695267209811419,1.7669366406203644
24,2.8203125,0.9785454869270325,2.1028996762410457,0.611328125,0.7415997982025145,2.405450592223211,0.21459960937500003,0.6522415876388549,2.1489934421225207,0.6014403700828552,0.9837158918380737,-3.107605218887329,0.9246695617980601,1.7562969671772757
25,1.5263671875000002,1.158177375793457,2.813946763091713,0.39819335937499994,1.176305413246155,3.1147398208385093,0.58984375,0.9538254737854004,-2.41726688402589,0.6542477607727051,1.1671478748321538,-2.201772689819336,1.1739241097840594,1.7618557780995658
