,pi1_from_tau_pt,pi1_from_tau_eta,pi1_from_tau_phi,pi2_from_tau_pt,pi2_from_tau_eta,pi2_from_tau_phi,pi3_from_tau_pt,pi3_from_tau_eta,pi3_from_tau_phi,neutrino_from_tau_pt,neutrino_from_tau_eta,neutrino_from_tau_phi,tau_no_neutrino_mass,tau_with_neutrino_mass
0,5.1875,-1.0950040817260742,-1.3402771702157463,0.26806640625,-0.7503890991210936,-1.179427986065127,3.0039062500000004,-1.1955320835113525,-1.4064850482953044,0.8769760727882386,-0.6857833862304688,-1.4620678424835205,1.2196369715692537,1.7662122540780154
1,5.859375,0.6278877854347228,-0.3631930075359329,1.5869140625,0.8721579909324648,-0.22628258154136058,3.130859375,0.6602984666824342,-0.2093845207856315,5.031947135925293,0.6600018739700317,-0.4155770242214203,1.2747061003433988,1.7751011312026357
2,2.806640625,1.4106875658035278,-2.676738597296471,3.4140625,1.170995235443115,-2.744904995488354,0.9755859375,1.0127872228622437,-2.8728511241005705,4.107494354248047,1.08677613735199,-2.70695424079895,1.2409878636282692,1.7752832785023656
3,0.84326171875,0.9573045969009399,-0.2854497036804892,5.679687500000001,0.8197882175445557,-0.6145678253449289,0.7099609375,0.6923428773880003,-0.6198500587671943,1.069580078125,1.2159867286682131,-0.3099968731403351,1.0806753815354573,1.7655530116652427
4,0.93798828125,0.1999572813510895,-1.510699849408274,5.8359375,0.304879903793335,-1.7601107314121276,0.91162109375,0.2832728028297425,-1.4648973563050178,1.7122373580932615,-0.0044317212887109,-1.488242745399475,1.1039924212707102,1.786081132811768
5,0.89892578125,-1.4079408645629885,1.643418388634608,0.21166992187500003,-1.1979125738143916,1.6224148679410446,1.8310546875,-0.8291268944740294,1.7399998594055226,1.0204412937164307,-1.734264969825745,1.451473593711853,0.9859028300064163,1.7791246851696616
6,1.2568359375,-2.4818873405456525,-1.538711049373326,0.75244140625,-2.0603656768798837,-1.8003552725173426,1.025390625,-2.0034179687499996,-2.364027512795576,0.9783096909523009,-2.41112017631531,-2.349808931350708,1.3445677774886187,1.7702645519759308
7,2.419921875,-0.05639820545911787,3.106153709097582,1.3154296875,0.10510575026273733,2.796367135270925,0.38134765625,0.36548966169357305,2.650272459870172,4.597173690795898,0.10226653516292572,-3.112863779067993,1.0357670336538831,1.771516526050546
8,3.0664062500000004,-0.7965331077575682,1.307465042606284,0.77294921875,-0.7886593341827391,1.7245567653259717,0.5634765625,-1.0272530317306519,1.365270595382603,0.7548589706420898,-1.1897242069244385,2.1176390647888184,0.9255015888730348,1.7728974217000801
9,2.283203125,-0.9336832761764524,1.3669406033174147,2.24609375,-0.862086832523346,1.618510779538366,0.7275390625000001,-1.376079559326172,1.258234429142606,1.273505449295044,-1.3854908943176265,1.5185513496398926,1.2437816842500355,1.782252236178261
10,1.8535156250000002,-1.9358501434326176,0.5672100422907478,0.283447265625,-2.195135354995726,-0.032615415518445996,2.658203125,-1.994079351425172,0.5245314620436368,3.3630311489105225,-2.2891678810119647,0.5823227763175964,0.9252566745717413,1.7742524368904857
11,2.65625,0.567278027534485,-0.45284219486572813,0.65380859375,0.2960905730724336,-0.0642533899385248,1.5898437500000002,0.5531784892082214,-0.23350936515911777,1.814975380897522,0.46038806438446045,0.12738795578479764,0.9701880400382196,1.7710455818977662
