,gen_pi1_from_tau_pt,gen_pi1_from_tau_eta,gen_pi1_from_tau_phi,gen_pi2_from_tau_pt,gen_pi2_from_tau_eta,gen_pi2_from_tau_phi,gen_pi3_from_tau_pt,gen_pi3_from_tau_eta,gen_pi3_from_tau_phi
0,5.9215874671936035,0.6278101205825807,-0.36321353912353516,1.5831307172775269,0.8722912669181823,-0.2256760448217392,3.105695247650146,0.659858763217926,-0.2095955759286881
1,2.6110904216766357,2.166022777557372,2.356271266937256,0.24027651548385617,2.5773630142211883,-2.9764416217803955,1.2590163946151733,2.5926408767700124,2.3538734912872314
2,0.16356930136680603,-2.312338352203368,-0.20418676733970642,1.072126865386963,-2.6911385059356707,0.09261980652809143,0.9000986218452454,-3.2597997188568004,0.3196305334568023
3,2.553593397140503,2.8150892257690425,-0.3828452825546264,1.0139541625976562,2.5840406417846644,-0.7018740177154541,0.212464839220047,2.798916578292845,0.0050197020173072815
4,0.5391774773597717,2.072469949722289,-0.4660366773605347,0.31657373905181885,1.7980815172195435,-2.291189432144165,1.3832389116287231,2.126152038574218,-1.3341411352157593
5,1.0738363265991213,-5.131635665893761,1.8939088582992554,0.6034711599349976,-4.1779193878174565,1.6543256044387817,0.9396442174911498,-4.464680194854491,1.9214996099472046
6,5.15765380859375,-1.0954581499099731,-1.3401318788528442,0.26824742555618286,-0.7348546981811525,-1.1769137382507324,2.999159574508667,-1.1959505081176758,-1.4074167013168335
7,0.8559097051620482,0.9546662569046019,-0.2850093245506287,5.73185920715332,0.8200319409370421,-0.6146295070648193,0.7099205851554871,0.6890602111816406,-0.6176450252532959
8,0.26982566714286804,3.1296505928039324,2.507585048675537,1.8043376207351685,3.797327756881686,2.264237403869629,2.092813730239868,3.8608453273773695,2.549678087234497
9,0.4418304562568664,6.690847396841311,2.5501129627227783,0.21909670531749725,6.239393711089495,2.6761813163757324,1.4885269403457642,6.04834890365669,2.0171921253204346
10,2.8131806850433354,1.409903407096863,-2.675640344619751,3.448810338973999,1.17057740688324,-2.745300769805908,0.9681374430656433,1.0141860246658323,-2.8741936683654785
